CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CID-02328,Male,0,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Credit card,19.51,967.48,Yes
CID-02329,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,Two year,No,Bank transfer,68.8,2986.05,No
CID-02330,Male,0,No,No,52,Yes,No phone service,DSL,Yes,No,Two year,Yes,Electronic check,56.48,1592.2,No
CID-02331,Male,0,Yes,No,55,Yes,No,Fiber optic,No,No,One year,No,Credit card,72.01,2699.66,No
CID-02332,Male,0,Yes,No,53,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,Bank transfer,27.53,2876.31,No
CID-02333,Female,0,Yes,Yes,14,Yes,Yes,DSL,No,Yes,Two year,Yes,Credit card,81.67,6115.09,No
CID-02334,Female,1,No,No,45,Yes,No,DSL,No internet service,Yes,Month-to-month,Yes,Mailed check,100.3,1375.1,Yes
CID-02335,Female,0,No,Yes,26,Yes,No,DSL,No,No,Month-to-month,Yes,Credit card,53.08,221.99,No
CID-02336,Male,0,No,Yes,3,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Credit card,48.27,1403.56,No
CID-02337,Female,1,No,No,20,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Electronic check,74.56,4645.35,Yes
CID-02338,Female,1,No,No,3,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Electronic check,66.3,459.97,Yes
CID-02339,Female,0,Yes,Yes,63,Yes,No phone service,No,No,No,Two year,Yes,Electronic check,81.34,1505.51,Yes
CID-02340,Female,1,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,One year,Yes,Bank transfer,33.71,3035.69,No
CID-02341,Female,0,No,No,21,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,Credit card,41.94,621.27,No
CID-02342,Male,0,Yes,No,34,Yes,Yes,Fiber optic,No,No internet service,Month-to-month,No,Credit card,115.82,2590.87,Yes
CID-02343,Female,0,Yes,No,22,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card,24.89,1472.81,No
CID-02344,Female,0,No,Yes,6,No,Yes,Fiber optic,No,No,Two year,Yes,Electronic check,29.45,2280.69,Yes
CID-02345,Female,0,Yes,No,6,Yes,No,No,No,No,One year,Yes,Mailed check,30.08,2042.1,No
CID-02346,Male,1,Yes,Yes,10,Yes,Yes,DSL,Yes,No,Two year,Yes,Bank transfer,58.71,1988.44,No
CID-02347,Female,0,Yes,No,44,Yes,No,DSL,Yes,No,Two year,Yes,Bank transfer,44.51,5500.49,No
CID-02348,Male,1,No,No,67,Yes,Yes,Fiber optic,No internet service,No,Two year,No,Electronic check,28.48,3431.16,No
CID-02349,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No internet service,Month-to-month,Yes,Credit card,41.17,6892.08,No
CID-02350,Male,0,Yes,No,60,Yes,No phone service,DSL,No,No,Month-to-month,Yes,Mailed check,66.92,892.78,No
CID-02351,Female,0,No,No,69,Yes,No,DSL,No,No,Month-to-month,No,Bank transfer,67.83,264.96,No
CID-02352,Female,0,No,No,31,No,No,DSL,No,Yes,One year,Yes,Mailed check,28.18,6031.82,No
CID-02353,Female,0,No,No,51,Yes,No,Fiber optic,No internet service,No,Month-to-month,No,Electronic check,66.87,4278.64,Yes
CID-02354,Male,1,No,No,36,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Bank transfer,37.32,346.79,No
CID-02355,Female,0,No,No,39,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer,37.41,3495.24,Yes
CID-02356,Male,0,No,Yes,57,Yes,Yes,DSL,No,No,Month-to-month,Yes,Electronic check,58.73,1371.67,No
CID-02357,Female,0,No,No,4,Yes,No phone service,Fiber optic,Yes,No internet service,Month-to-month,Yes,Mailed check,36.81,4554.78,No
CID-02358,Male,0,Yes,Yes,33,Yes,No,Fiber optic,Yes,No internet service,One year,No,Bank transfer,19.87,3046.76,No
CID-02359,Male,0,No,No,56,Yes,No,DSL,No,Yes,Two year,Yes,Mailed check,26.06,2538.11,No
CID-02360,Male,0,Yes,No,31,Yes,Yes,No,No,No internet service,One year,Yes,Mailed check,75.56,2334.19,No
CID-02361,Female,1,Yes,No,67,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Electronic check,27.01,4078.35,No
CID-02362,Female,0,No,Yes,57,Yes,No phone service,DSL,No,No,Month-to-month,Yes,Credit card,52.49,3243.22,Yes
CID-02363,Male,0,Yes,No,54,Yes,No,Fiber optic,No internet service,No,One year,Yes,Credit card,57.23,76.36,Yes
CID-02364,Male,0,Yes,No,24,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,38.16,1810.1,No
CID-02365,Male,0,Yes,Yes,40,Yes,No,Fiber optic,No internet service,Yes,Month-to-month,No,Mailed check,114.79,3335.23,Yes
CID-02366,Female,0,Yes,No,18,Yes,No,DSL,No internet service,No,One year,No,Mailed check,111.35,1301.19,No
CID-02367,Female,0,Yes,Yes,51,Yes,No,DSL,Yes,No,Month-to-month,Yes,Mailed check,85.78,704.76,No
CID-02368,Male,0,No,Yes,71,Yes,Yes,DSL,No internet service,No,Month-to-month,No,Electronic check,102.89,2427.07,No
CID-02369,Male,0,Yes,No,6,Yes,No,Fiber optic,Yes,Yes,Month-to-month,No,Electronic check,68.05,676.75,Yes
CID-02370,Male,0,No,No,59,Yes,Yes,No,No internet service,No,One year,Yes,Mailed check,61.76,828.21,No
CID-02371,Male,0,Yes,Yes,32,Yes,No phone service,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer,29.36,713.97,No
CID-02372,Female,0,Yes,No,34,Yes,Yes,DSL,Yes,No,Month-to-month,No,Mailed check,51.85,2030.2,No
CID-02373,Male,0,No,No,43,Yes,Yes,DSL,No,No,Month-to-month,No,Credit card,106.99,3334.68,Yes
CID-02374,Male,0,No,No,11,Yes,No,No,No internet service,No,Month-to-month,No,Electronic check,74.07,893.89,Yes
CID-02375,Male,0,No,No,49,No,No,DSL,No,No,Month-to-month,No,Electronic check,76.53,2718.12,No
CID-02376,Female,0,Yes,Yes,19,Yes,No phone service,No,No internet service,No,One year,No,Mailed check,79.35,3355.6,No
CID-02377,Male,0,No,Yes,13,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,114.91,1150.61,No
CID-02378,Female,0,No,No,45,Yes,No,DSL,Yes,No,Month-to-month,Yes,Bank transfer,66.79,1012.65,Yes
CID-02379,Male,1,Yes,No,67,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Mailed check,66.39,2621.82,Yes
CID-02380,Male,0,No,No,44,Yes,No,Fiber optic,No internet service,Yes,Two year,No,Credit card,46.58,1413.89,No
CID-02381,Female,0,Yes,Yes,12,Yes,Yes,DSL,No,No,One year,Yes,Credit card,64.15,3989.51,No
CID-02382,Male,0,Yes,No,14,Yes,No phone service,No,No internet service,No,Two year,No,Credit card,30.69,2700.33,No
CID-02383,Male,0,Yes,No,3,No,No,Fiber optic,No,No internet service,Two year,No,Bank transfer,64.07,5265.63,No
CID-02384,Male,0,No,No,60,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Mailed check,26.62,954.59,Yes
CID-02385,Female,0,No,No,19,Yes,No,DSL,No internet service,No internet service,Two year,Yes,Mailed check,89.77,1771.15,No
CID-02386,Female,0,Yes,No,50,Yes,Yes,DSL,Yes,No,Month-to-month,No,Bank transfer,88.81,5356.49,No
CID-02387,Male,0,No,Yes,17,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,103.47,1034.32,Yes
CID-02388,Female,0,No,Yes,21,Yes,Yes,Fiber optic,No,No internet service,Two year,No,Mailed check,61.7,90.59,Yes
CID-02389,Female,0,No,Yes,27,Yes,No,Fiber optic,Yes,No internet service,One year,Yes,Electronic check,102.59,2247.42,No
CID-02390,Female,0,Yes,Yes,71,Yes,Yes,DSL,Yes,No,Two year,No,Bank transfer,51.99,4761.21,No
CID-02391,Male,0,No,No,30,Yes,Yes,DSL,No,No,Month-to-month,Yes,Bank transfer,21.2,6833.4,No
CID-02392,Female,1,Yes,No,63,Yes,Yes,DSL,No,No,Month-to-month,Yes,Electronic check,38.56,3326.82,No
CID-02393,Male,0,Yes,No,10,Yes,Yes,DSL,No,No internet service,Month-to-month,No,Mailed check,50.46,1117.96,Yes
CID-02394,Male,0,Yes,No,30,No,No,DSL,No,No internet service,Month-to-month,Yes,Electronic check,71.64,2068.04,No
CID-02395,Female,0,Yes,No,61,Yes,Yes,Fiber optic,Yes,No,One year,No,Bank transfer,68.18,2421.19,No
CID-02396,Female,0,No,Yes,16,Yes,Yes,Fiber optic,No,No,Two year,Yes,Mailed check,82.2,530.54,Yes
CID-02397,Female,1,Yes,No,23,Yes,No phone service,No,No internet service,No,One year,No,Credit card,18.97,1450.82,No
CID-02398,Male,0,No,Yes,20,Yes,No,No,Yes,No internet service,One year,No,Credit card,40.97,7370.82,No
CID-02399,Female,0,No,No,53,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,75.33,2113.63,No
CID-02400,Female,1,Yes,Yes,46,Yes,Yes,Fiber optic,No,No internet service,Two year,Yes,Electronic check,75.52,1525.48,No
CID-02401,Male,0,Yes,No,53,No,Yes,Fiber optic,Yes,No,Month-to-month,No,Mailed check,76.92,2176.73,Yes
CID-02402,Male,0,No,No,41,Yes,No,Fiber optic,No,No,Month-to-month,No,Electronic check,56.2,5031.35,No
CID-02403,Male,0,No,Yes,67,Yes,Yes,Fiber optic,No internet service,No,Two year,No,Mailed check,96.13,2228.54,No
CID-02404,Female,0,Yes,No,55,Yes,Yes,No,No,No internet service,One year,Yes,Mailed check,67.72,3314.73,No
CID-02405,Male,1,Yes,Yes,7,Yes,Yes,Fiber optic,No,Yes,Month-to-month,No,Mailed check,97.37,5627.86,Yes
CID-02406,Female,0,No,Yes,50,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,Credit card,98.64,566.72,No
CID-02407,Male,1,Yes,Yes,56,Yes,No,No,No,Yes,Two year,Yes,Electronic check,117.61,938.75,No
CID-02408,Female,0,Yes,No,37,No,No phone service,DSL,No internet service,No internet service,Month-to-month,Yes,Bank transfer,28.84,31.3,No
CID-02409,Male,1,No,No,67,Yes,No,Fiber optic,No internet service,No,Month-to-month,No,Bank transfer,69.1,1847.94,Yes
CID-02410,Female,0,Yes,No,16,No,No phone service,DSL,No,No,Month-to-month,No,Electronic check,80.85,273.44,Yes
CID-02411,Male,0,No,No,54,No,Yes,DSL,No internet service,No,Month-to-month,No,Bank transfer,94.38,3590.7,No
CID-02412,Female,1,Yes,Yes,40,Yes,Yes,DSL,No internet service,No,Month-to-month,No,Mailed check,33.8,6693.26,No
CID-02413,Female,0,Yes,No,30,Yes,No phone service,Fiber optic,No,No,Two year,Yes,Mailed check,43.68,1433.28,No
CID-02414,Female,0,No,No,59,Yes,No,DSL,Yes,Yes,Two year,Yes,Bank transfer,78.76,381.52,No
CID-02415,Female,0,Yes,No,25,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Bank transfer,51.14,1790.01,No
CID-02416,Male,0,Yes,No,2,Yes,No,DSL,Yes,No,Month-to-month,No,Bank transfer,97.58,2950.13,Yes
CID-02417,Male,0,Yes,No,1,Yes,Yes,DSL,No,No,Month-to-month,Yes,Mailed check,46.2,7579.85,Yes
CID-02418,Female,0,Yes,No,67,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,100.72,1884.91,Yes
CID-02419,Female,0,No,No,65,Yes,Yes,Fiber optic,No internet service,No,Month-to-month,No,Electronic check,43.97,1645.99,No
CID-02420,Female,0,Yes,Yes,11,Yes,No,DSL,Yes,No,Two year,No,Electronic check,76.99,875.62,Yes
CID-02421,Male,0,No,No,38,Yes,No,Fiber optic,No,Yes,Two year,Yes,Electronic check,50.51,2375.46,Yes
CID-02422,Female,0,Yes,No,21,Yes,Yes,Fiber optic,No,No internet service,One year,No,Mailed check,117.39,8262.43,No
CID-02423,Male,0,No,No,9,Yes,No,Fiber optic,No,Yes,Two year,Yes,Electronic check,27.98,2082.83,No
CID-02424,Female,0,No,Yes,4,Yes,No,DSL,No internet service,No,One year,Yes,Electronic check,107.15,1016.1,No
CID-02425,Female,0,No,No,32,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer,63.58,912.82,No
CID-02426,Male,0,Yes,No,71,Yes,Yes,DSL,No,No,Month-to-month,Yes,Electronic check,59.57,7452.97,No
CID-02427,Male,0,Yes,Yes,15,Yes,No,No,No,No internet service,Month-to-month,No,Electronic check,104.35,1466.4,Yes
CID-02428,Female,0,Yes,No,58,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,Credit card,89.51,260.41,No
CID-02429,Female,0,Yes,No,2,Yes,No,DSL,Yes,No internet service,Month-to-month,No,Electronic check,113.35,4320.6,No
CID-02430,Female,0,No,No,5,Yes,No phone service,Fiber optic,No internet service,No,Month-to-month,No,Electronic check,64.58,7385.32,Yes
CID-02431,Female,1,Yes,Yes,51,Yes,Yes,DSL,Yes,No,Two year,No,Electronic check,74.26,1317.61,No
CID-02432,Male,1,Yes,No,26,Yes,No,DSL,No internet service,Yes,Month-to-month,Yes,Electronic check,59.73,4038.02,No
CID-02433,Female,0,Yes,No,44,Yes,No,No,No,No internet service,Month-to-month,Yes,Mailed check,28.15,572.72,Yes
CID-02434,Female,0,No,No,44,Yes,No,Fiber optic,No,No,Two year,Yes,Electronic check,64.2,1424.98,Yes
CID-02435,Male,0,No,No,35,Yes,Yes,DSL,No,No internet service,Month-to-month,Yes,Electronic check,29.11,689.34,Yes
CID-02436,Male,0,No,No,29,No,No phone service,Fiber optic,No,No internet service,Month-to-month,Yes,Electronic check,31.6,5682.6,No
CID-02437,Male,0,Yes,No,29,Yes,No phone service,DSL,No,No internet service,Two year,Yes,Bank transfer,37.88,1738.12,No
CID-02438,Female,0,No,No,8,Yes,Yes,Fiber optic,No,Yes,Month-to-month,No,Credit card,93.93,4699.1,No
CID-02439,Female,0,No,No,64,No,No phone service,Fiber optic,No internet service,No internet service,Month-to-month,No,Bank transfer,76.03,3434.47,Yes
CID-02440,Female,0,No,No,54,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,32.23,5356.34,Yes
CID-02441,Female,0,No,No,25,Yes,Yes,DSL,No internet service,No,Month-to-month,No,Credit card,32.27,709.46,Yes
CID-02442,Male,0,Yes,Yes,63,Yes,No,Fiber optic,No internet service,No,Month-to-month,Yes,Mailed check,38.16,1490.4,No
CID-02443,Female,0,Yes,No,48,Yes,Yes,DSL,No,No,One year,No,Mailed check,65.19,820.82,No
CID-02444,Female,0,No,Yes,69,Yes,Yes,Fiber optic,Yes,No,Two year,No,Mailed check,96.62,1584.59,No
CID-02445,Male,0,No,Yes,42,Yes,Yes,Fiber optic,No,No internet service,Two year,Yes,Electronic check,62.63,1033.1,No
CID-02446,Male,0,No,No,15,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,19.82,3872.85,No
CID-02447,Male,0,No,No,43,Yes,No,Fiber optic,No,Yes,One year,Yes,Mailed check,18.2,4160.46,No
CID-02448,Male,1,No,No,31,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card,39.53,4089.39,No
CID-02449,Female,0,No,No,8,Yes,No phone service,Fiber optic,No,No internet service,Month-to-month,No,Mailed check,65.62,4199.25,Yes
CID-02450,Female,0,No,No,1,Yes,Yes,Fiber optic,No internet service,No,One year,No,Credit card,85.6,656.26,Yes
CID-02451,Female,0,No,Yes,47,Yes,Yes,Fiber optic,No internet service,No,Month-to-month,Yes,Electronic check,30.78,6208.52,No
CID-02452,Female,0,No,No,28,Yes,No,Fiber optic,No internet service,No,Two year,Yes,Mailed check,22.59,1125.21,No
CID-02453,Male,0,No,No,30,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,72.85,2914.77,Yes
CID-02454,Female,0,No,No,30,Yes,No,DSL,No,No,Month-to-month,Yes,Electronic check,96.53,3982.65,Yes
CID-02455,Female,0,Yes,No,72,Yes,No,Fiber optic,No,No internet service,Month-to-month,Yes,Bank transfer,56.97,2904.18,No
CID-02456,Male,0,Yes,No,44,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Credit card,57.85,1453.97,No
CID-02457,Male,0,Yes,Yes,27,Yes,Yes,DSL,Yes,No internet service,Two year,No,Electronic check,19.45,3586.7,Yes
CID-02458,Female,0,No,No,24,Yes,Yes,Fiber optic,No,No,One year,Yes,Electronic check,92.56,862.95,Yes
CID-02459,Female,1,No,No,38,Yes,No phone service,No,Yes,No,Month-to-month,No,Mailed check,115.69,498.89,Yes
CID-02460,Male,0,Yes,No,56,No,No phone service,Fiber optic,No internet service,No,One year,Yes,Electronic check,25.69,5346.07,No
CID-02461,Male,0,Yes,No,6,Yes,Yes,No,No internet service,No,Two year,No,Bank transfer,92.81,209.39,No
CID-02462,Female,0,No,No,53,Yes,No,DSL,Yes,No,Month-to-month,Yes,Credit card,74.17,6562.01,No
CID-02463,Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer,40.02,4576.06,Yes
CID-02464,Female,0,Yes,Yes,27,Yes,No,Fiber optic,Yes,No,Month-to-month,No,Credit card,97.33,2512.37,No
CID-02465,Male,1,Yes,Yes,0,No,No phone service,Fiber optic,Yes,Yes,Month-to-month,Yes,Mailed check,94.15,3095.11,No
CID-02466,Female,0,Yes,Yes,68,Yes,No phone service,Fiber optic,No,No,Month-to-month,Yes,Electronic check,85.48,3252.18,Yes
CID-02467,Female,0,Yes,No,67,Yes,Yes,DSL,No,No,One year,Yes,Credit card,116.78,2484.9,No
CID-02468,Female,0,No,No,61,Yes,No phone service,Fiber optic,No,No,Month-to-month,No,Credit card,103.79,419.96,Yes
CID-02469,Female,0,Yes,No,45,Yes,Yes,DSL,No,No,One year,Yes,Electronic check,29.6,1434.49,No
CID-02470,Male,0,Yes,No,9,Yes,Yes,Fiber optic,No,No,Two year,Yes,Electronic check,78.4,4336.16,Yes
CID-02471,Female,1,No,No,56,Yes,Yes,Fiber optic,Yes,No,One year,Yes,Mailed check,24.66,1994.17,No
CID-02472,Female,0,Yes,No,43,Yes,Yes,DSL,No,Yes,Month-to-month,No,Bank transfer,110.38,1942.01,Yes
CID-02473,Female,0,No,No,18,Yes,Yes,Fiber optic,No,No,One year,No,Mailed check,26.58,917.45,No
CID-02474,Female,0,Yes,No,6,Yes,No phone service,Fiber optic,No,Yes,Month-to-month,Yes,Credit card,28.7,5215.58,Yes
CID-02475,Male,0,No,No,20,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,Credit card,74.36,255.83,No
CID-02476,Female,1,No,No,38,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,107.82,3218.41,No
CID-02477,Female,1,Yes,No,24,Yes,No phone service,No,Yes,No,Two year,No,Credit card,31.49,3461.22,No
CID-02478,Female,0,Yes,No,64,No,Yes,Fiber optic,No internet service,No internet service,One year,No,Electronic check,85.35,3497.86,No
CID-02479,Male,0,Yes,No,33,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Credit card,96.7,6265.39,Yes
CID-02480,Male,0,Yes,No,2,Yes,No,DSL,No,No internet service,One year,Yes,Mailed check,39.34,1183.75,No
CID-02481,Female,0,Yes,No,58,Yes,No,Fiber optic,No internet service,No,Month-to-month,No,Bank transfer,90.5,5740.53,Yes
CID-02482,Female,1,Yes,No,58,Yes,No,Fiber optic,No internet service,No,One year,No,Mailed check,83.45,2646.77,No
CID-02483,Female,0,No,Yes,25,Yes,No,No,No,No,One year,No,Bank transfer,61.72,3850.5,Yes
CID-02484,Female,0,Yes,No,1,No,Yes,Fiber optic,No,No,Two year,Yes,Bank transfer,24.69,4782.9,No
CID-02485,Female,1,No,No,56,Yes,No phone service,Fiber optic,No,Yes,Two year,Yes,Electronic check,84.65,1662.34,No
CID-02486,Female,0,No,No,24,Yes,No phone service,No,Yes,No,Month-to-month,Yes,Credit card,52.31,2853.98,Yes
CID-02487,Male,0,Yes,No,37,Yes,No phone service,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,119.1,6981.04,Yes
CID-02488,Female,0,No,No,24,Yes,No phone service,No,No,No,Month-to-month,Yes,Electronic check,23.63,2449.18,Yes
CID-02489,Male,1,Yes,No,28,Yes,No,DSL,No,No internet service,One year,No,Electronic check,77.16,536.21,No
CID-02490,Female,0,No,No,40,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Electronic check,56.55,7768.26,Yes
CID-02491,Female,1,No,No,52,Yes,Yes,Fiber optic,Yes,Yes,One year,No,Mailed check,32.31,2123.68,No
CID-02492,Female,0,Yes,Yes,48,Yes,No,Fiber optic,No,No,One year,No,Mailed check,57.5,660.23,No
CID-02493,Male,0,Yes,No,65,Yes,No,Fiber optic,No,No,Month-to-month,No,Electronic check,57.01,3486.52,Yes
CID-02494,Male,0,No,No,33,Yes,No,DSL,Yes,No internet service,One year,No,Credit card,90.17,1648.64,No
CID-02495,Female,1,Yes,No,69,No,Yes,DSL,Yes,No internet service,One year,Yes,Credit card,110.28,301.92,No
CID-02496,Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,Two year,No,Mailed check,38.53,4462.28,Yes
CID-02497,Female,0,No,Yes,7,Yes,Yes,No,No internet service,No,One year,Yes,Credit card,44.76,6905.62,No
CID-02498,Male,0,Yes,Yes,48,No,Yes,DSL,No internet service,No,Month-to-month,Yes,Bank transfer,39.1,2606.01,No
CID-02499,Male,0,Yes,Yes,18,Yes,Yes,Fiber optic,No,Yes,Two year,Yes,Bank transfer,28.51,2483.71,No
CID-02500,Female,0,No,No,28,Yes,Yes,Fiber optic,No internet service,Yes,Two year,Yes,Credit card,33.4,1642.91,No
CID-02501,Male,0,No,No,24,Yes,No,DSL,Yes,No,Month-to-month,No,Mailed check,107.2,989.3,Yes
CID-02502,Male,0,No,No,5,Yes,No,Fiber optic,No,No,Two year,Yes,Mailed check,57.7,2905.78,No
CID-02503,Female,0,Yes,No,5,Yes,Yes,DSL,No,No,Month-to-month,Yes,Electronic check,60.62,4041.41,No
CID-02504,Female,0,No,Yes,13,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,109.43,940.44,No
CID-02505,Male,0,Yes,Yes,48,Yes,No phone service,Fiber optic,No,Yes,One year,Yes,Mailed check,81.4,2870.65,Yes
CID-02506,Male,1,No,No,65,Yes,No,No,No,Yes,Two year,No,Mailed check,55.08,447.28,No
CID-02507,Female,0,No,Yes,18,Yes,Yes,DSL,No,No internet service,One year,Yes,Electronic check,52.24,1532.25,No
CID-02508,Female,0,Yes,No,52,Yes,No,Fiber optic,No,No,One year,Yes,Electronic check,18.57,310.83,No
CID-02509,Female,0,Yes,Yes,13,Yes,No,DSL,Yes,No internet service,One year,No,Mailed check,114.09,1691.57,No
CID-02510,Male,0,Yes,Yes,52,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Credit card,95.65,612.03,Yes
CID-02511,Female,0,No,Yes,69,Yes,Yes,No,No,No internet service,Month-to-month,No,Credit card,21.51,2477.96,No
CID-02512,Female,0,Yes,No,65,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,Electronic check,53.11,5165.3,No
CID-02513,Female,1,Yes,No,65,Yes,No,Fiber optic,No,Yes,Two year,Yes,Credit card,71.45,2496.49,No
CID-02514,Male,0,No,No,0,Yes,Yes,DSL,No,No,One year,No,Bank transfer,45.65,4766.88,No
CID-02515,Male,0,No,Yes,72,Yes,Yes,Fiber optic,No,No internet service,Month-to-month,Yes,Electronic check,119.65,831.25,Yes
CID-02516,Male,0,No,No,61,Yes,Yes,No,No,No,Two year,Yes,Electronic check,41.47,2406.32,No
CID-02517,Female,0,No,Yes,13,No,No,DSL,No,No,Month-to-month,Yes,Bank transfer,68.62,2716.69,No
CID-02518,Male,0,No,Yes,13,Yes,No phone service,Fiber optic,Yes,No internet service,Month-to-month,Yes,Electronic check,71.73,3280.71,No
CID-02519,Male,0,No,No,68,Yes,No,Fiber optic,No,No,Two year,Yes,Mailed check,58.68,613.04,No
CID-02520,Male,0,Yes,Yes,34,No,No,Fiber optic,No,No,Month-to-month,Yes,Electronic check,18.51,564.69,Yes
CID-02521,Male,0,Yes,Yes,38,Yes,Yes,No,No internet service,No,Two year,No,Electronic check,118.84,737.93,No
CID-02522,Female,0,Yes,No,5,Yes,No,DSL,No,No,Month-to-month,Yes,Credit card,46.1,67.16,Yes
CID-02523,Female,0,No,No,6,No,No,No,No,Yes,One year,No,Electronic check,64.35,497.76,Yes
CID-02524,Male,0,No,No,47,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,77.79,2377.14,Yes
CID-02525,Female,0,Yes,No,31,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,72.55,1201.16,No
CID-02526,Male,0,No,No,4,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer,105.93,6400.75,No
CID-02527,Female,0,No,Yes,48,Yes,Yes,DSL,No,No internet service,Month-to-month,Yes,Mailed check,26.57,1683.91,Yes
CID-02528,Male,0,Yes,No,33,Yes,Yes,Fiber optic,No,No,Month-to-month,No,Bank transfer,66.4,2874.75,No
CID-02529,Female,1,Yes,No,20,Yes,No,Fiber optic,No,No internet service,Month-to-month,Yes,Credit card,70.2,1795.33,Yes
CID-02530,Female,0,Yes,Yes,21,Yes,Yes,Fiber optic,Yes,No internet service,Two year,No,Bank transfer,74.56,2739.08,No
CID-02531,Male,0,Yes,No,41,Yes,No phone service,DSL,No internet service,Yes,Two year,Yes,Mailed check,29.42,3030.63,No
CID-02532,Male,0,Yes,No,68,Yes,No,No,No internet service,No,Month-to-month,Yes,Mailed check,99.53,743.72,No
CID-02533,Female,0,Yes,Yes,16,Yes,No,DSL,No,No,Month-to-month,No,Electronic check,62.31,1908.44,No
CID-02534,Male,0,No,No,69,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,60.53,417.32,Yes
CID-02535,Female,0,No,No,25,Yes,No,No,No internet service,Yes,Two year,Yes,Electronic check,103.2,1196.58,No
